submission_id,feedback,program_name,assignment_name,created_at
16883,"Something is off with the scraping tool Cincinnati Documenters is using. This meeting, according to the schedule posted online, occurred Tuesday, June 3, and not Monday, June 2, as indicated in the assignments email that was sent out.",Cincinnati,BOCC Staff Meeting,2025-06-03 22:17:46.977313+00
16882,The meeting was on the third floor of the Akron Municipal Building. Take the elevator after being screened and signing in. Take two lefts from the elevators (through a glass door) to get to Room 1. The meeting may be one better attended remotely rather than in person because there was no large screen and remote speakers were not visible except through the remote meeting.,Akron,Commission meeting,2025-06-03 22:11:14.724216+00
16881,I was able to identify the council members based on their website profiles but I couldn't figure out who else was speaking. There were several  others that spoke - that were either department head or lawyers. The agenda they provided was very limited.,Cleveland,Committee of the Whole Meeting,2025-06-03 21:30:53.30906+00
16879,"I didn't take an exact head count so my attendance count is an estimate-- when the meeting started I noted 47 attendees and I added the chair, who arrived late.",Detroit,CoC Board of Directors,2025-06-03 20:40:46.991855+00
16878,video of meeting is from the top of the room and it is difficult to see who is speaking.,Detroit,Highland Park City Council,2025-06-03 20:34:27.947801+00
16875,The next meeting location may need special instructions on how to get into the stadium,Wichita,District 4 Advisory Board Meeting,2025-06-03 19:00:29.160941+00
16874,the ordinances were not in order on the printed version.,Cleveland,Committee of the Whole [AFTERNOON SESSION],2025-06-03 18:45:20.608138+00
16838,"Clerks office was helpful when I called,  meeting was shorter than expected but very smooth and understandable. Support from Canopy, Serena, and the documenters resources are really so helpful to understanding and learning the process. Was a great first meeting to attend and adequate introduction to documenting.",Atlanta,Committee on Council - Regular Committee Meeting,2025-06-03 03:59:22.50338+00
16833,Board moved to closed session and kicked the public out. Unnecessary to kick out the public if they turn off electronics or schedule the public back into the meeting (or even if it continues),Detroit,CoC Board of Directors,2025-06-02 19:56:37.78032+00
16827,"The Commissioners request that I not record the meeting, to serve as the basis for my notes. While I knew I was permitted to record, I did not have the wording from the Ohio Sunshine laws directly on hand. Out of respect and desire to avoid conflict, I did not record this meeting. According to Ohio Sunshine Laws, A public body cannot prohibit the public from audio or video recording a public meeting.1096 A public body may, however, establish reasonable rules regulating the use of recording equipment, such as requiring equipment to be silent, unobtrusive, self-contained, and self-powered to limit interference with the ability of others to hear, see, and participate in the meeting.1097",Akron,Board of Commissioners,2025-06-01 20:55:18.044112+00
16824,"When they got to the voting portion of the meeting, they did not follow the order in the published agenda. I'd copied them over into my notes ahead of time to make it easier to mark outcomes as they happened and that burned me because then my notes were wrong and I had to correct them on the fly.",Chicago,[remote or in person] Chicago Board of Education,2025-05-31 05:41:50.728095+00
16823,"The meeting used the Microsoft Teams program, being acquainted with the program beforehand would make the experience smoother.",San Diego,(REMOTE) Regional Recycling Working Group,2025-05-31 02:05:21.088605+00
16821,should i stay after the recess in the future?,Chicago,[remote or in person] Chicago Board of Education,2025-05-30 23:12:08.50648+00
16815,There was notable tension between commissioners Driver and Minor/Gottlieb. The Commission is tasked with putting forward a draft Traffic Stop policy and they don't seem to be able to come to an agreement.,Chicago,[in person] Community Commission for Public Safety and Accountability,2025-05-30 15:38:10.95287+00
16813,Need a better way to identify who is speaking and when.  not everyone is visible.,Los Angeles,Public Hearing,2025-05-30 03:46:55.132676+00
16810,Review BOPC agenda and website prior to meeting.,Detroit,"BOPC, Towing Committee",2025-05-30 00:53:06.084211+00
16808,"Yes. I was unable to make the meeting, but listened to Otter.ai. I’m sorry for not being able to give description of the surroundings",Detroit,Board of Directors,2025-05-29 23:32:16.427694+00
16803,"Entrance procedure is to sign in at the desk. An elevator goes up to room 206, but we were instructed to wait in the lobby and be escorted up at the time of the meeting.",Indianapolis,School Board Work Session,2025-05-29 20:28:07.709302+00
16799,"As I mentioned, the board room was not at all where the MetroHealth website said it would be. Additionally, the building and door to the room both required keycard access. Another member of the public was at this meeting, who attends frequently — she said that she gets there early and knocks to get the attention of any passing employee, who will typically let her in. I've marked the coordinates of the closest entrance with a Google Maps link in the document. The closest visitor parking garage is the P4 garage at 3395 Scranton Road.",Cleveland,Board of Trustees,2025-05-29 16:17:48.785267+00
16790,"The address on the Chi Document assignment is wrong. In the Google invitation I got, the address was Ping Tom Park - 300 W 19th St Chicago, IL 60616. It is at Ping Tom Park, but the field house location is Ping Tom Park (East), 1700 S Wentworth Ave, Chicago, IL 60616. This is correct on the City of Chicago website.",Chicago,"[in person] 9th Police District Council - Deering (New City, Gage Park, Near South Side, South Lawndale, Bridgeport, Mckinley Park, Fuller Park, West Englewood, Englewood, Brighton Park, Douglas, Armour Square, and Lower West Side)",2025-05-29 01:15:08.828171+00
16786,"It seems like Kammer is hosting more of a discussion/ typical meeting from 5:15 - 6 and then a speaker will usually present from 6-7. Keep this in mind for future assignments. 

I also noticed that this page has the meeting listed for the 29th so not sure what's going on. I found Kammer's number online and confirmed the meeting day prior to.",Akron,Ward 7 meeting,2025-05-28 22:58:02.465291+00
